task_id,suite,model,variant,rep,correct,observability,failure_stage,failure_subcategory,propagation_depth,is_silent,is_infra_failure,tokens,final_answer,label_source
time_series_10,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,misread_output,1,True,False,5003,0.3607692307692314,rule
time_series_11,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1365,2024-01-11,rule
time_series_11,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1400,2024-01-11,rule
time_series_11,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1426,2024-01-11,rule
time_series_12,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,3596,2024-01-04,rule
time_series_12,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,5465,2024-01-04,rule
time_series_12,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,3312,2024-01-04,rule
time_series_13,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2719,131.72,rule
time_series_13,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1400,131.72,rule
time_series_13,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1475,131.72,rule
time_series_14,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2865,-0.6619230769230815,rule
time_series_14,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,2841,1.0936363636363635,rule
time_series_14,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,2826,-0.6619230769230772,rule
time_series_15,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1152,2024-01-09,rule
time_series_15,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1240,2024-01-09,rule
time_series_15,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1464,2024-01-09,rule
recommendation_00,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,959,22,rule
recommendation_00,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1352,22,rule
recommendation_00,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,2001,22,rule
recommendation_01,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1364,0 3,rule
recommendation_01,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1378,0 3,rule
recommendation_01,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1517,0 3,rule
recommendation_02,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,7242,0.4642857142857143,rule
recommendation_02,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1397,0.4642857142857143,rule
recommendation_02,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,3626,0.4642857142857143,rule
recommendation_03,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1494,0 5,rule
recommendation_03,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,1997,"', item_id, total_clicks)",rule
recommendation_03,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1402,0 5,rule
recommendation_04,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,804,18,rule
recommendation_04,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1314,18,rule
recommendation_04,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,2313,18,rule
recommendation_05,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1553,0 3,rule
recommendation_05,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1391,0 3,rule
recommendation_05,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1385,0 3,rule
recommendation_06,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1334,0.4375,rule
recommendation_06,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1408,0.4375,rule
recommendation_06,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,4036,0.4375,rule
recommendation_07,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1530,0 3,rule
recommendation_07,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1746,0 3,rule
recommendation_07,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1436,0 3,rule
recommendation_08,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1823,14,rule
recommendation_08,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,968,14,rule
recommendation_08,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,2074,14,rule
recommendation_09,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1480,1 4,rule
recommendation_09,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1580,1 4,rule
recommendation_09,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1555,1 4,rule
recommendation_10,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1413,0.35,rule
recommendation_10,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1416,0.35,rule
recommendation_10,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1343,0.35,rule
recommendation_11,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1586,1 5,rule
recommendation_11,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1507,1 5,rule
recommendation_11,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1393,1 5,rule
recommendation_12,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1222,39,rule
recommendation_12,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1319,39,rule
recommendation_12,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1359,39,rule
recommendation_13,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1602,0 3,rule
recommendation_13,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,3218,0 3,rule
recommendation_13,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1880,0 3,rule
recommendation_14,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1406,0.5416666666666666,rule
recommendation_14,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1354,0.5416666666666666,rule
recommendation_14,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1898,0.5416666666666666,rule
recommendation_15,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1624,2 5,rule
recommendation_15,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1397,2 5,rule
recommendation_15,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1401,2 5,rule
statistical_00,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,767,0.9859920319890257,rule
statistical_00,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,674,0.9859920319890257,rule
statistical_00,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,717,0.9859920319890257,rule
statistical_01,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,misread_output,1,True,False,920,"', mean_val, std_val)",rule
statistical_01,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,815,41.37 nan,rule
statistical_01,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,misread_output,1,True,False,970,"', mean_val, std_val)",rule
statistical_02,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1618,B 7,rule
statistical_02,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1547,B 7,rule
statistical_02,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,2407,B 7,rule
statistical_03,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,789,94.11 0.0,rule
statistical_03,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,1011,94.11 0.0,rule
statistical_03,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,916,94.11 0.0,rule
statistical_04,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,691,0.9712972100126799,rule
statistical_04,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,744,0.9712972100126799,rule
statistical_04,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,714,0.9712972100126799,rule
statistical_05,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,misread_output,1,True,False,906,"', mean_val, std_val)",rule
statistical_05,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,927,"', mean_value, std_value)",rule
statistical_05,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,867,54.96 nan,rule
statistical_06,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1817,C 4,rule
statistical_06,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1718,C 4,rule
statistical_06,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1501,C 4,rule
statistical_07,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,803,92.91 0.0,rule
statistical_07,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,879,92.91 0.0,rule
statistical_07,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,793,92.91 0.0,rule
statistical_08,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,672,0.9963567847614448,rule
statistical_08,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,769,0.9963567847614448,rule
statistical_08,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,657,0.9963567847614448,rule
statistical_09,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,misread_output,1,True,False,954,"', mean_val, std_val_sample)",rule
statistical_09,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,993,"', mean_val, std_val)",rule
statistical_09,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,683,51.78 nan,rule
statistical_10,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1499,C 4,rule
statistical_10,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1486,C 4,rule
statistical_10,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,misread_output,1,True,False,1413,C 19,rule
statistical_11,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,misread_output,1,True,False,1837,96.41 0.0,rule
statistical_11,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,1005,96.41 0.0,rule
statistical_11,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,misread_output,1,True,False,1695,96.41 0.0,rule
statistical_12,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,746,0.9769682899325098,rule
statistical_12,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,642,0.9769682899325098,rule
statistical_12,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,677,0.9769682899325098,rule
statistical_13,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,670,49.23 nan,rule
statistical_13,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,hallucinated_answer,0,True,False,745,49.23 nan,rule
statistical_13,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,misread_output,1,True,False,954,"', mean_val, std_val)",rule
statistical_14,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1744,B 9,rule
statistical_14,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,1730,B 51,rule
statistical_14,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1355,B 9,rule
statistical_15,synthetic,deepseek-v3,verifier,0,False,silent,interpretation,hallucinated_answer,0,True,False,788,91.89 0.0,rule
statistical_15,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,1745,91.89 0.0,rule
statistical_15,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,hallucinated_answer,0,True,False,820,91.89 0.0,rule
text_log_00,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1329,6,rule
text_log_00,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1380,6,rule
text_log_00,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1783,6,rule
text_log_01,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2174,DEBUG 5,rule
text_log_01,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1415,DEBUG 5,rule
text_log_01,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1568,DEBUG 5,rule
text_log_02,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1763,user_4 9,rule
text_log_02,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1773,user_4 9,rule
text_log_02,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1641,user_4 9,rule
text_log_03,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1729,00 1,rule
text_log_03,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1638,00 1,rule
text_log_03,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1656,00 1,rule
text_log_04,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2815,5,rule
text_log_04,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1374,5,rule
text_log_04,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1521,5,rule
text_log_05,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1676,DEBUG 10,rule
text_log_05,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1584,DEBUG 10,rule
text_log_05,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1557,DEBUG 10,rule
text_log_06,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1766,user_3 8,rule
text_log_06,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1802,user_3 8,rule
text_log_06,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1727,user_3 8,rule
text_log_07,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1764,00 1,rule
text_log_07,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,1660,0 1,rule
text_log_07,synthetic,deepseek-v3,verifier,2,False,silent,interpretation,misread_output,1,True,False,1655,0 1,rule
text_log_08,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1781,6,rule
text_log_08,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1352,6,rule
text_log_08,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1336,6,rule
text_log_09,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1614,ERROR 8,rule
text_log_09,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1595,ERROR 8,rule
text_log_09,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1624,ERROR 8,rule
text_log_10,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1770,user_1 5,rule
text_log_10,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1775,user_1 5,rule
text_log_10,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1620,user_1 5,rule
text_log_11,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1568,00 1,rule
text_log_11,synthetic,deepseek-v3,verifier,1,False,silent,interpretation,misread_output,1,True,False,1657,0 1,rule
text_log_11,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1667,00 1,rule
text_log_12,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1596,11,rule
text_log_12,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1816,11,rule
text_log_12,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1329,11,rule
text_log_13,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2325,DEBUG 8,rule
text_log_13,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1522,DEBUG 8,rule
text_log_13,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1514,DEBUG 8,rule
text_log_14,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1766,user_1 4,rule
text_log_14,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1637,user_1 4,rule
text_log_14,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1093,user_1 4,rule
text_log_15,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1652,00 1,rule
text_log_15,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1801,00 1,rule
text_log_15,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1862,00 1,rule
dsbench_00000001_question6,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,4320,D,rule
dsbench_00000001_question6,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,4126,D,rule
dsbench_00000001_question6,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1908,D,rule
dsbench_00000001_question7,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,4538,D,rule
dsbench_00000001_question7,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,2269,D,rule
dsbench_00000001_question7,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,1541,D,rule
dsbench_00000001_question9,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,4483,A,rule
dsbench_00000001_question9,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,3692,A,rule
dsbench_00000001_question9,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,3543,A,rule
dsbench_00000001_question11,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2163,C,rule
dsbench_00000001_question11,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,2958,C,rule
dsbench_00000001_question11,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,3589,C,rule
dsbench_00000001_question12,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,1442,E,rule
dsbench_00000001_question12,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,4262,E,rule
dsbench_00000001_question12,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,3643,E,rule
dsbench_00000001_question14,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2880,D,rule
dsbench_00000001_question14,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,2563,D,rule
dsbench_00000001_question14,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,4716,D,rule
dsbench_00000001_question15,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,2120,A,rule
dsbench_00000001_question15,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,4174,A,rule
dsbench_00000001_question15,synthetic,deepseek-v3,verifier,2,True,success,none,none,0,False,False,2683,A,rule
dsbench_00000002_question1,synthetic,deepseek-v3,verifier,0,True,success,none,none,0,False,False,3483,C,rule
dsbench_00000002_question1,synthetic,deepseek-v3,verifier,1,True,success,none,none,0,False,False,1842,C,rule
